"id","k","c1","c2","lt","unitVolume","initialStock"
36919,199.19,13.61,1298.12,16,0.148,867
36920,22.29,9.73,484.86,4,1.125,521
36921,11.15,13.84,181.83,3,4.9732,76
36922,1.08,9.19,380.8,6,31.4917,10
36923,29.27,12.44,1049.3,5,1.0843,292
36924,1.14,6.78,661.85,4,16.1548,17
36925,0.27,1.16,81.69,5,7.59,85
36926,3.94,2.85,37.49,3,4.8265,140
36927,16.53,10.21,487.14,4,0.612,86
36928,4.57,4.66,43.99,6,0.9414,132
36929,8.53,6.19,123.06,4,3.1436,272
36930,1.34,1.33,6.54,4,5.0352,64
36931,1.69,2.34,26.11,2,0.2638,159
36932,2.37,4.98,170.2,5,22.0246,50
36933,8.66,3.42,43.43,4,2.6154,285
36934,8.12,10.42,625.32,3,10.1703,132
36935,0.17,2.01,27.93,4,3.5189,6
36936,39.39,4.08,307.88,13,1.6613,657
36937,10.83,9.7,258.55,4,2.8248,196
36938,38.74,3.82,346.94,7,0.0756,619
36939,1.42,1.75,120.69,3,2.676,69
36940,14.98,10.36,113.44,5,2.6404,199
36941,17.63,11.58,433.43,4,1.9923,302
36942,1.51,1.09,9.3,3,4.2575,143
36943,29.29,2.99,94.89,9,0.6994,269
36944,89.71,8.65,291.52,9,0.4879,954
36945,6.15,6.51,51.76,4,5.0565,132
36946,17.28,11.26,885.23,3,7.0196,195
36947,4.25,7.12,677.49,5,10.1164,78
36948,6.04,7.72,187.03,3,8.4806,70
36949,7.66,5.55,97.7,3,7.0735,86
36950,30.82,9.33,111.51,8,1.4504,484
36951,5.26,4.48,63.52,5,3.319,99
36952,2.38,4.53,122.71,5,6.6542,66
36953,4.37,2.15,203.84,4,2.8169,105
36954,10.86,13.63,72.44,4,3.0288,113
36955,5.03,4,29.72,4,4.7957,63
36956,24.52,7.84,290.11,5,1.0334,614
36957,8.36,4.62,401.48,4,0.8954,242
36958,23.29,13.74,217.7,4,2.2377,117
36959,12.88,12.04,643.3,4,1.5868,174
36960,10.48,3.5,212.64,3,1.2983,228
36961,41.82,10.11,909.35,10,0.571,553
36962,1.66,7.09,619.15,6,12.1768,40
36963,1.57,9.83,438.14,4,20.2626,36
36964,0.16,1.01,9.55,4,41.1526,11
36965,4.32,10.53,613.57,3,11.0698,39
36966,7.9,1.02,68.88,8,1.4548,353
36967,6.26,3.88,68.72,4,1.4168,206
36968,77.31,9.99,646.96,7,1.2294,268
36969,4.03,8.3,377.18,4,2.0148,69
36970,23.39,8.48,467.39,4,0.0538,427
36971,11.22,5.36,229.24,4,0.0682,149
36972,4.66,6.85,388.63,4,0.9107,62
36973,31.23,11.19,493.03,4,1.8512,413
36974,11.33,13.39,1071.55,3,3.7595,115
36975,18.19,10.88,288.35,6,9.0017,108
36976,8.69,4.28,26.79,5,0.5665,247
36977,1.84,1.02,43.06,6,0.0941,291
36978,10.19,8.09,54.17,4,3.7563,179
36979,21.22,11.94,128.3,4,0.2104,191
36980,38.5,10.19,635.99,6,2.2306,106
36981,8.53,8.31,596.03,4,3.526,155
36982,6.97,6.02,127.59,5,4.1133,118
36983,0.32,2.36,209.21,3,8.1152,14
36984,81.51,11,318.46,6,1.3156,319
36985,22.56,12.5,103.27,6,1.3649,407
36986,13.92,9.19,425.53,3,1.0541,136
36987,18.78,12.82,1050.06,3,4.836,83
36988,25.63,6.03,57.34,11,0.6146,190
36989,17.65,5.7,28.27,4,0.8922,556
36990,2.24,1.72,134.12,3,0.0761,206
36991,11.89,11.05,92.74,4,3.386,168
36992,3.39,11.21,659.77,4,9.4174,36
36993,26.41,8.9,761.97,3,1.0896,400
36994,0.97,3.73,180.01,4,2.0473,29
36995,2.88,8.09,498.31,5,8.9092,61
36996,3.32,10.41,414.94,6,7.8032,35
36997,18.03,5.2,177.32,10,1.9156,249
36998,28.13,5.2,454.09,6,0.9218,228
36999,20.83,12.82,214.29,5,1.9547,111
37000,1.02,10.13,702.14,5,15.8028,15
37001,2.11,8.85,771.32,5,1.7091,39
37002,18.66,11.79,389.51,6,1.7389,374
37003,36.49,7.38,253.74,6,1.0708,609
37004,17.18,6.58,263.37,9,1.2817,146
37005,0.43,12.03,191.75,4,31.4567,7
37006,15.29,13.09,144.57,4,3.8229,137
37007,12.23,13.55,216.58,4,5.5567,139
37008,12.22,6.62,29.5,5,2.7082,289
37009,20.61,5.6,110.56,7,1.7174,403
37010,7.95,5.83,520.37,6,1.1863,143
37011,9.69,5.32,101.86,6,0.5153,219
37012,5.88,2.85,82.9,4,1.091,208
37013,11.14,10.58,244.7,3,3.4318,97
37014,16.04,8.57,98.37,3,0.6734,238
37015,7.46,7.81,164.19,4,2.3476,352
37016,4.13,13.2,934.75,5,1.6725,59
37017,30.12,12.23,626.68,5,1.0272,245
37018,19.27,8.15,304.04,3,3.3617,372
37019,4.76,7.6,711.57,3,1.2911,77
37020,242.42,10.53,79.77,13,0.4864,984
37021,3.04,1.67,113.16,3,3.7541,130
37022,0.44,1.24,85.81,5,7.9046,68
37023,13.35,13.07,390.21,5,3.9272,82
37024,32.86,13.17,617.36,4,2.5358,340
37025,1.04,1.66,25.91,4,3.0015,81
37026,22.5,8.69,100.11,4,1.2744,313
37027,33.18,11.52,622.3,5,0.7855,508
37028,15.67,8.42,90.89,5,1.6795,260
37029,20.23,13.47,735.44,4,3.4612,196
37030,13.26,5.67,468.02,4,0.7909,235
37031,0.71,1.19,94.21,6,0.5894,86
37032,47.42,11.31,181.57,4,0.7923,250
37033,5.7,2.84,255.78,7,5.696,220
37034,5.79,5.11,479.42,5,5.9278,62
37035,1.63,8.65,578.65,6,13.2847,48
37036,8.5,6.56,29.07,5,3.4836,195
37037,4.72,3.11,34.25,6,0.4452,353
37038,32.82,11.24,1100.57,3,0.8207,292
37039,8.76,10.57,1037.63,8,10.9112,71
37040,156.28,7.73,657.1,13,0.2546,977
37041,20.35,12.41,221.22,4,5.0943,90
37042,27.26,6.29,381.5,10,0.5886,579
37043,9.26,5.85,154.59,6,3.2562,77
37044,19.05,11.04,271.92,4,1.63,361
37045,6.47,5.31,286.64,5,0.835,142
37046,11.87,8.8,216.04,3,3.2544,195
37047,2.09,1.24,41.21,3,1.7833,90
37048,1.96,2.5,136.42,4,5.9429,173
37049,4.67,2.87,30.1,4,1.116,117
37050,114.39,6.77,119.67,8,0.6745,394
37051,20.9,13.46,358.08,3,1.908,263
37052,83.21,7.36,39.95,9,0.4411,912
37053,4.53,2.01,18.85,3,1.99,365
37054,13.45,9.47,570.64,5,2.2867,122
37055,44.88,5.5,495.64,11,1.231,420
37056,14.35,9.49,508.29,4,2.9217,110
37057,1.52,13.32,69.2,4,21.9536,14
37058,6.38,3.87,237.16,6,2.4037,76
37059,21.18,13.71,708.52,3,3.1596,74
37060,6.91,4.51,285.9,4,4.1106,124
37061,52.8,6.51,378.3,10,1.6132,227
37062,10.81,11.16,517.65,5,4.9086,166
37063,1.18,3.83,38.28,4,17.4265,55
37064,13.39,9.76,892.35,4,2.0324,70
37065,3.66,9.19,141.6,3,6.0611,24
37066,19.69,2.91,93.02,10,1.5483,686
37067,1.37,4.95,123.6,5,20.0154,45
37068,14.47,7.35,259.54,4,2.2266,200
37069,22.26,10.1,615.2,6,1.4843,419
37070,10.55,12.44,413.08,4,0.0477,193
37071,3.12,4.86,172.89,6,1.5881,92
37072,3.97,7.08,137.31,6,1.4177,112
37073,9.78,12.41,221.95,4,3.2933,118
37074,16.08,7.57,614.18,9,2.3686,209
37075,14.11,9.89,247.5,4,0.9276,228
37076,17.06,6.58,100.07,6,0.1627,363
37077,1.13,1.09,7.38,3,7.7203,47
37078,14.13,13.74,101.19,4,2.4789,210
37079,6.16,8.79,331.01,3,9.8424,78
37080,15.56,6.48,559.22,3,2.523,286
37081,0.97,3.07,257.91,3,13.1003,26
37082,11.92,11.75,865.79,4,5.763,164
37083,1.79,3.71,189.78,4,7.1856,46
37084,4.63,8.52,424.59,6,5.5634,119
37085,4.92,2.26,40.23,5,1.0018,515
37086,20.55,2.89,90.39,6,1.9184,527
37087,41.5,4.99,263.38,6,0.3385,276
37088,7.31,3.78,21.45,8,1.699,160
37089,3.01,3.54,64.72,4,0.1793,186
37090,27.29,11.89,855.52,8,3.4502,91
37091,24.03,7.25,224.15,4,1.4093,331
37092,15.58,10.13,170.05,3,0.6459,169
37093,0.77,4.37,230.39,5,15.6351,25
37094,10.24,10.01,814.92,5,4.6096,219
37095,5.87,11.99,1001.84,6,4.3899,46
37096,1,12.82,984.98,3,53.7282,16
37097,21.48,9.48,279.52,4,1.8434,459
37098,2.39,1.47,87.39,3,1.7176,171
37099,21.62,12.23,180.93,4,0.4599,110
37100,23.36,6.72,563.08,8,1.6468,271
37101,5.92,3.68,116.74,4,2.4737,99
37102,79.91,13.8,808.9,8,0.7094,381
37103,23.41,8.18,241.76,6,2.8841,305
37104,5.14,6.83,332.71,4,4.9208,50
37105,3.07,7.28,36.16,3,5.2749,63
37106,16.57,11.52,192.34,3,1.4489,160
37107,84.24,6.63,50.78,14,0.2048,753
37108,25.71,13.21,799.83,4,0.1841,308
37109,35.58,9.75,965.61,5,1.8836,512
37110,12.43,3.23,200.7,4,0.3987,643
37111,6.27,4.85,33.2,4,0.6204,162
37112,1,10.3,289.93,6,24.1825,22
37113,0.27,1.9,41.14,5,22.5526,14
37114,33.46,10.25,889.13,4,1.6772,263
37115,14.02,12.62,195.32,5,2.047,66
37116,15.05,13.34,861.03,3,1.7912,181
37117,36.31,6.71,306.07,6,2.3004,271
37118,2.24,8.43,36.8,5,18.8742,50
37119,28.33,13.6,349.56,4,1.308,290
37120,6.07,3.75,19.21,5,2.5289,125
37121,21.43,5.62,176.12,10,2.7298,137
37122,17.82,8.59,431.36,4,2.9714,378
37123,11.09,1.73,44.08,9,1.085,311
37124,23.99,11.28,249.34,3,0.942,111
37125,6.08,1.21,8,7,2.6759,261
37126,21.58,10.43,636.77,6,2.1732,212
37127,3.6,5.36,204.92,3,7.1882,66
37128,23.01,11.1,375.26,5,3.3387,194
37129,6.77,7.16,321.58,3,10.3634,46
37130,19.18,7.2,71.47,5,0.8835,125
37131,6.57,10.32,638.66,6,6.6936,55
37132,27.91,7.6,135.1,6,2.105,251
37133,69.44,11.49,1088.28,8,1.8837,170
37134,23.27,5.82,518.69,11,0.3928,104
37135,28.86,5.37,26.17,10,0.798,594
37136,7.9,2.83,164.49,4,2.1376,182
37137,15.95,3.62,315.53,6,0.5268,278
37138,4.34,12.28,937.68,5,24.9951,22
37139,16.59,9,77.03,4,1.8179,294
37140,3.53,6.81,356.74,7,6.4674,25
37141,18.74,9.98,888.05,5,1.6286,191
37142,26.55,8.08,378.97,8,3.0199,95
37143,12.37,7.75,252.95,5,0.756,62
37144,7.13,11.48,80.76,6,2.4579,133
37145,2.15,6.16,217.18,3,1.074,46
37146,8.71,2.7,255.91,5,0.847,390
37147,133.56,6.24,419.56,8,0.8913,444
37148,43.86,7.03,162.78,11,2.3655,236
37149,0.59,4.92,61.78,4,10.4389,11
37150,10.74,5.22,103.93,7,4.8351,140
37151,10.71,10.5,681.48,5,2.5203,126
37152,6.4,10.2,308.11,2,8.621,42
37153,3.41,6.93,545.19,5,7.6513,51
37154,3.07,7.78,38.99,5,8.2,75
37155,15.77,1.78,158.56,10,0.4633,469
37156,5.14,4.39,74.45,4,0.5463,118
37157,34.99,9.33,458.4,7,0.1736,470
37158,5.58,6.46,253.15,4,5.7559,136
37159,4.22,2.47,200.84,4,2.5948,155
37160,8.8,5.69,435.83,5,1.9874,405
37161,10.34,6.44,76.21,5,2.8419,180
37162,10.45,11.75,392,4,2.8934,155
37163,3.05,12.62,488.8,6,5.3171,59
37164,4.23,2.56,23.01,6,0.1821,210
37165,7.91,10.28,365.01,4,3.8702,81
37166,0.98,5.73,30.43,4,12.6473,34
37167,13.68,7.81,241.55,6,0.9959,159
37168,5.11,2.61,218.4,4,3.777,205
37169,6.99,9.09,383.2,3,8.443,105
37170,23.42,7.15,120.46,8,1.0876,405
37171,31.16,13.56,515.08,4,0.109,120
37172,46.32,12.12,376.22,6,3.1576,113
37173,55.7,7.43,695.78,5,1.3871,218
37174,8.58,6.89,69.28,5,0.5661,83
37175,37.24,10.27,965.59,4,0.3108,641
37176,8.62,6.2,274.36,4,0.9705,181
37177,12.5,12.78,324.21,7,2.81,47
37178,78.72,9.09,646.09,9,0.4175,520
37179,6.03,9.06,98.71,3,6.9624,77
37180,3.57,4.45,186.23,6,0.3736,108
37181,1.5,1.72,19.14,3,2.6689,122
37182,155.78,12.07,1155.88,10,1.1314,405
37183,2.58,1.37,130.52,9,2.504,151
37184,5.68,5.53,95.59,4,2.0827,121
37185,13.18,6.47,160.05,4,2.4333,302
37186,16.51,1.86,108.76,8,0.2824,286
37187,38.5,12.85,603.08,6,1.3444,243
37188,18.83,8.68,666.1,5,1.1513,273
37189,6.66,7,569.37,5,4.5039,90
37190,5.15,8.1,276.05,4,0.9314,100
37191,2.58,5.75,142.13,5,8.3783,56
37192,15.02,9.36,195.4,6,2.5945,258
37193,31.75,13.16,204.54,4,0.4695,263
37194,16.23,8.51,79.57,5,0.1166,167
37195,12.7,2.23,116.11,10,0.6926,404
37196,25.1,13.91,959.57,4,2.5064,225
37197,25.54,10.36,929.79,8,1.4656,118
37198,2.11,1.34,28.44,3,3.3843,305
37199,4.67,5.42,186.28,6,4.6044,233
37200,7.67,5.02,298.63,4,4.5833,216
37201,10.13,8.78,201.13,3,6.1059,152
37202,41.98,9.01,67.14,10,1.5195,453
37203,5.82,4.94,119.74,5,3.1176,126
37204,45.85,7.99,292.64,5,0.9895,314
37205,16.24,11.49,911.14,4,0.1286,116
37206,11.7,8.68,260,5,3.2315,132
37207,50.25,13.22,630.37,6,1.7577,187
37208,0.8,2.24,109.5,5,8.5076,56
37209,10.38,3.09,226.2,9,1.3675,218
37210,121.78,11.28,433.93,9,1.4093,643
37211,92.59,5.49,298.21,10,0.742,580
37212,0.8,2.56,200.55,3,13.1639,73
37213,3.24,7.22,238.82,8,13.7953,53
37214,1.11,8.1,759.44,5,2.0387,55
37215,19.55,5.48,152.5,3,0.5195,485
37216,4.21,2.49,143.86,3,2.4738,70
37217,18.48,13.63,68.79,4,4.0863,164
37218,27.68,9.92,45.91,5,1.0105,243
37219,89.3,8.61,780.65,14,1.2037,727
37220,2.32,3.65,324.62,3,10.8518,59
37221,8.72,7.27,452.67,4,0.2556,175
37222,2.49,11.85,625.85,4,27.0589,26
37223,11.8,3.32,20.23,9,2.6767,153
37224,31.64,10.89,344.16,6,1.6013,573
37225,34.6,11.34,742.61,6,0.3268,616
37226,1.97,4.57,69.22,4,13.0981,64
37227,2.58,4.69,440.1,4,9.8496,38
37228,23.48,12.35,482.59,10,1.4327,192
37229,1.58,11.62,98.14,5,15.2337,19
37230,31.03,9.78,285.14,5,2.3566,393
37231,18.27,6.19,64.12,5,0.7155,546
37232,2.33,1.65,121.43,6,2.8627,323
37233,39.72,9.83,119.25,11,0.9494,361
37234,5.17,9.3,218.35,5,0.4417,72
37235,18.67,9.41,334.02,7,0.6004,152
37236,15.86,10.62,179.78,3,3.9925,102
37237,10.47,7.35,80.59,5,3.1772,290
37238,2.52,6.69,308.3,4,8.8514,23
37239,13.9,6.52,228.87,5,0.7074,532
37240,9.47,6.05,30.04,3,5.0255,219
37241,0.32,1.82,17.52,4,24.4184,25
37242,19.33,8.57,716.39,4,0.2209,297
37243,17.7,8.75,59.4,3,2.8739,200
37244,19.19,10.63,128.4,4,1.0229,183
37245,16.77,8.92,114.04,7,1.8594,232
37246,1.52,1.14,86.63,4,1.3477,211
37247,3.76,2.13,188.61,4,1.9529,265
37248,24.51,10.32,622.58,7,2.8735,330
37249,13.75,1.47,63.18,6,0.249,456
37250,5.95,2.56,191.5,5,1.7563,267
37251,2.68,3.31,198.46,5,9.1441,106
37252,18.08,12.88,906.46,4,0.3167,190
37253,31.74,9.76,156.99,8,2.661,278
37254,7.99,5.71,342.28,4,4.0574,72
37255,16.17,4.4,175.53,8,2.1096,394
37256,36.66,9.13,412.74,6,1.398,351
37257,7.29,7.91,722.75,4,2.2499,156
37258,7.12,6.99,208.85,4,3.5985,104
37259,8.85,11.81,160.86,3,3.6404,97
37260,1.35,3.16,160.15,3,7.9062,41
37261,1.09,11.2,624.42,5,24.1782,30
37262,7.37,2.67,36.11,5,2.0985,334
37263,3.17,10.66,272.47,3,23.8436,32
37264,3.64,5.19,423.05,5,3.129,79
37265,14.8,7.64,175.42,4,1.4194,327
37266,3.65,2.94,238.72,8,1.3926,63
37267,56.29,5.71,562.9,16,0.2405,897
37268,3.39,5.2,376.92,4,3.8005,108
37269,1.35,7.46,289.25,5,31.2474,32
37270,1.59,10.11,374,5,15.0324,13
37271,13.02,1.41,47.35,6,0.574,689
37272,16.59,13.97,720.44,6,0.3237,117
37273,33.74,9.22,414.83,6,0.9718,774
37274,19.57,11.62,114.02,3,1.9425,89
37275,22.02,13.12,242.17,3,1.7189,261
37276,9.84,1.42,7.26,7,0.5898,514
37277,12.05,9.93,190.65,4,1.2968,223
37278,21.42,9.11,804.66,4,5.5127,124
37279,2.84,10.44,851.7,4,20.3302,19
37280,2.46,1.25,42.81,6,2.6697,99
37281,8.61,3.55,19.15,5,1.2068,485
37282,31.64,7.01,495.89,9,1.6507,380
37283,24.17,6.33,207.49,6,2.6501,316
37284,4.19,8.46,49.22,4,13.1299,32
37285,40.07,13.56,366.06,4,1.7209,182
37286,2.18,2.46,67.68,3,9.8388,35
37287,40,7.36,723.86,12,0.1091,297
37288,3.07,1.66,39.07,9,3.7554,161
37289,4.43,5.05,22.39,5,2.368,80
37290,1.15,7.81,132.19,6,18.0952,36
37291,8.23,1.74,106.71,8,0.3216,222
37292,21.49,7.45,77.59,5,3.9783,275
37293,134.89,9.26,903.49,11,1.1062,825
37294,19.16,5.02,370.08,10,0.2074,175
37295,64.37,12.94,687.6,8,0.6325,585
37296,4.14,10.34,48.55,4,1.6272,48
37297,6.48,2.68,151.34,4,1.1162,306
37298,0.38,4.77,170.76,4,10.0131,17
37299,8.74,11.41,691.28,3,2.1061,139
37300,7.15,6.3,366,3,2.2628,129
37301,65.17,8.4,721.2,8,0.8913,231
37302,42.37,4.44,75.43,9,0.2644,461
37303,61.08,12.49,486.15,4,1.5516,364
37304,8.79,8.62,166.79,4,4.118,119
37305,15.82,12.49,584.66,3,3.6586,158
37306,4.32,2.32,211.71,6,3.4688,258
37307,1.01,1.76,36.77,4,5.9153,79
37308,104.13,7.21,532.38,14,1.1999,685
37309,7.9,8.24,607.72,4,2.8751,43
37310,18.64,12.59,376.91,4,0.1118,131
37311,5.09,10.89,640.89,5,11.708,68
37312,1.76,6.51,280.1,5,18.5989,52
37313,18.06,13.64,1322.99,4,0.991,276
37314,2.81,1.48,37.07,10,1.3497,174
37315,5.92,12.75,223.23,8,24.5165,17
37316,0.31,1.15,46.98,4,15.7683,49
37317,2.17,5.49,189.38,6,2.9435,89
37318,37.99,9.63,289.92,7,2.1023,363
37319,1.6,3.95,367.08,5,3.4847,85
37320,2.44,2.5,13.08,4,0.7333,231
37321,6.79,13.49,607.46,5,10.3466,27
37322,4.31,5,483.56,4,4.6585,101
37323,66.55,10.53,218.13,7,1.7181,641
37324,31.05,3.6,275.21,11,2.1865,471
37325,19.03,7.81,125.7,4,1.1703,192
37326,8.51,8.04,528.26,4,2.9895,143
37327,32.69,13.32,1061.54,11,2.948,168
37328,4.55,10.26,865.56,4,7.9713,53
37329,67.51,9.44,793.13,8,0.5138,434
37330,27.11,11.12,762.58,5,0.2147,114
37331,54.77,8.55,261.28,9,0.4218,350
37332,6.94,7.77,372.13,8,9.4248,65
37333,2.3,4.86,77.04,2,12.1466,75
37334,3.24,5.26,41.33,4,7.8334,104
37335,8.46,5.2,53.47,5,0.8222,218
37336,26.81,10.07,197.96,4,0.4832,416
37337,2.79,2.41,157.12,4,0.4559,62
37338,59.27,13.32,92.43,7,0.5676,393
37339,5.43,3.54,28.92,5,2.3785,136
37340,8.77,5.4,375.82,5,1.9213,269
37341,13.35,13.99,121.08,6,2.6964,205
37342,8.69,2.48,157.86,4,1.927,450
37343,15.97,5.49,351.63,8,1.3848,514
37344,8.83,3.38,44.31,5,1.8401,333
37345,30.31,9.68,204.43,3,2.8869,259
37346,67.26,8.39,363.71,9,1.2009,724
37347,78.27,9.97,278.09,8,1.0684,465
37348,2.64,2.09,191.74,7,1.9115,62
37349,39.13,3.59,313.66,8,0.4846,502
37350,7.92,4.8,262.76,5,1.8223,248
37351,19.64,6.76,230.61,7,3.1615,318
37352,3.12,1.18,54.3,13,1.8651,150
37353,178.8,12.77,483.75,16,0.0952,1161
37354,5.62,7.26,313.1,6,1.9054,70
37355,70.83,8.8,228.69,11,0.7698,700
37356,3,10.8,391.36,5,13.9725,60
37357,16.89,12.08,172.88,5,3.587,181
37358,19.29,9.89,461.61,4,2.4716,198
37359,6.16,13.24,903.55,5,12.3009,52
37360,11.56,5.75,115.77,4,7.7307,210
37361,12.98,9.69,214.79,3,3.853,129
37362,5.74,6.41,95.52,5,0.0641,113
37363,1.41,2.38,137.11,4,10.8946,49
37364,8.38,9.36,199.63,4,5.198,60
37365,66.89,13.61,72.21,6,1.6867,533
37366,44.79,7.74,699.05,5,1.2599,294
37367,1.39,10.08,757.73,3,13.9529,8
37368,5.64,10.97,669.52,4,8.5613,57
37369,48.6,13.9,971.81,5,0.1031,335
37370,6.84,5.29,150.42,5,1.739,263
37371,7.57,1.22,40.98,11,1.1326,266
37372,1.75,5.52,38.67,3,18.0376,48
37373,1.28,7.98,567.31,4,16.9274,12
37374,3.35,7.79,418.68,5,10.2068,36
37375,33.05,13.39,479.61,7,3.4747,142
37376,8.19,5.24,35.6,4,3.4784,219
37377,53.89,8.5,295.63,8,1.0487,726
37378,7.23,1.95,162.94,6,0.4886,386
37379,46.25,6.67,345.01,9,2.5989,213
37380,22.81,9.22,520.55,3,0.1599,156
37381,21.99,12.9,927.78,4,0.7534,203
37382,10.45,4.49,133.97,6,1.8336,378
37383,0.88,1.29,87.22,5,4.3913,137
37384,70.17,12.06,63.24,6,2.6796,152
37385,8.77,7.28,429.02,5,2.8498,158
37386,74.6,3.67,138.94,14,0.0388,1121
37387,3.59,2.91,130.18,3,1.3969,150
37388,50.22,11.75,967.22,11,1.0297,412
37389,46.27,2.34,34.5,14,0.4878,1146
37390,22.37,11.54,312.51,5,0.15,231
37391,6.89,7.72,39.8,5,4.4474,111
37392,69.5,6.19,187.38,6,0.5716,559
37393,11.29,6.05,65.72,6,0.6638,322
37394,17.44,12.76,355.87,3,0.9506,200
37395,6.98,9.55,456.05,3,1.228,119
37396,7.84,3.49,98.96,4,1.0889,218
37397,82.59,10.1,173.62,10,0.7395,274
37398,11.12,7.89,695.15,6,0.8101,325
37399,0.9,1.23,38.79,4,1.0096,292
37400,3.49,5.45,219.69,3,3.5271,82
37401,1.28,1.87,138.44,4,2.5058,113
37402,12.69,8.38,239.89,4,3.3228,156
37403,7.06,9.22,110.23,6,3.8871,139
37404,17.51,6.42,95.05,4,2.1639,331
37405,15.73,5.31,66.24,5,1.0157,382
37406,31.02,13.79,593.95,4,2.8345,87
37407,9.54,2.99,251.96,4,3.8401,140
37408,3.49,3.85,282.68,3,4.2538,101
37409,4.47,1.62,32.43,3,0.2529,329
37410,11.18,8.96,219.32,4,4.1614,85
37411,26.67,9.55,664.1,5,0.7527,396
37412,14.06,8.78,130.93,3,4.9106,88
37413,9.47,3.19,53.06,9,8.6359,62
37414,15.38,2.99,142.97,5,1.1924,520
37415,15.61,9.31,77.18,6,1.2543,433
37416,8.39,5.47,393.77,4,2.4018,101
37417,3.77,5.7,256.07,4,4.7032,170
37418,19.5,5.4,462.69,7,0.0563,327
37419,5.54,1.66,126.37,7,1.8834,110
37420,18.75,4.74,117.86,4,2.1401,187
37421,143.93,9.48,919.5,13,0.5942,387
37422,3.17,8.11,628.55,4,12.9798,63
37423,23.32,13.87,783.76,6,1.5268,193
37424,2.38,8.31,338.34,4,0.2807,31
37425,36.35,12.25,56.52,4,1.1921,337
37426,13.53,10.63,246.05,4,2.784,97
37427,5.23,8.88,249.94,5,1.773,168
37428,12.03,6.32,624.43,5,0.5587,397
37429,6.86,12.4,670.8,4,4.7065,94
37430,3.6,12.62,277.89,6,12.0166,52
37431,10.49,12.54,279,4,1.4067,180
37432,0.12,1.15,34.57,3,26.4867,24
37433,2.5,1.14,39.06,3,1.6118,91
37434,25.08,12.07,717.39,5,2.489,358
37435,1.67,5.72,206.53,4,4.519,46
37436,6.54,11.71,332.28,4,0.0987,220
37437,83.73,6.13,387.41,7,0.6327,755
37438,8.32,6.26,191.68,7,0.5979,123
37439,5.21,3.83,343.82,6,2.3902,296
37440,5.92,4.8,37.05,6,0.1287,102
37441,9.8,8.37,809.96,4,0.1325,176
37442,11.88,7.66,97.75,4,5.0054,195
37443,1.35,2.93,249.14,3,12.0389,60
37444,16.48,8.48,60.83,4,0.1016,95
37445,6.16,4.08,107.4,6,0.9001,241
37446,9.03,11.08,86.2,5,1.2184,180
37447,86.68,11.64,964.3,8,0.8064,551
37448,102.96,12.98,477.84,13,2.5526,233
37449,50.06,2.44,81.33,10,0.6799,1353
37450,1.43,10.59,486.9,4,29.7247,17
37451,8.11,10.76,50.02,4,1.2171,92
37452,17.51,10.26,53.19,4,0.1289,299
37453,32.66,11.48,926.83,6,1.3602,325
37454,1.36,4.18,46.81,5,4.0213,38
37455,3.65,2.55,108.13,5,2.7733,234
37456,42.27,5.35,172.92,9,0.8967,456
37457,6.8,8.56,678.1,4,0.1699,131
37458,1.32,1.53,47.2,5,5.7769,165
37459,6.57,3.27,81.19,4,2.3409,233
37460,18.17,2.32,27.6,6,0.2583,142
37461,61.74,11.67,161.96,5,1.1954,577
37462,34.82,13.06,1038.65,4,2.2312,487
37463,13.64,8.24,760.85,4,3.043,283
37464,18.84,8.68,61.46,4,0.1146,223
37465,13.55,12.07,210.04,5,2.4527,301
37466,1.04,2.67,262.32,4,8.2478,42
37467,20.94,8.95,81.54,5,0.5153,255
37468,14.42,6.42,157.52,5,0.7386,323
37469,95.53,6.11,596.49,17,0.2702,983
37470,1.99,3.49,176.06,4,10.3108,23
37471,21.6,8.78,262.3,6,2.3004,180
37472,94.52,9.4,703.01,14,0.691,822
37473,84.34,12.21,295.18,11,0.6952,532
37474,3.46,12.7,308.34,4,12.5611,27
37475,0.59,3.67,50.76,4,36.4862,21
37476,4.39,12.77,211.39,3,2.5054,77
37477,10.47,6.19,394.44,7,5.5133,142
37478,21.61,7.36,358.22,4,1.2672,373
37479,20.58,13.59,307.71,4,3.5128,201
37480,25.23,12.36,1109.74,3,3.4998,304
37481,64.56,4.85,117.25,11,0.2765,500
37482,2.36,12.93,217.49,5,20.7145,27
37483,6.26,9.65,201.26,4,6.2497,36
37484,7.19,4.05,96.77,4,4.474,312
37485,75.71,7.98,257.29,8,1.2483,554
37486,18.62,12.44,532.22,5,3.9945,150
37487,222.93,8.15,255.78,8,0.2023,851
37488,1.07,5.25,49.47,4,9.564,18
37489,0.95,3.2,13.02,4,9.374,38
37490,5.18,7.75,125.37,5,0.4809,117
37491,1.42,10.8,329.68,4,24.1686,9
37492,32.88,12.79,177.25,3,2.9191,198
37493,4.79,1.44,109.01,4,1.2354,428
37494,39.94,4.6,329.3,10,0.816,312
37495,28.52,12.01,552.47,5,1.8373,329
37496,12.83,10.23,785.7,4,2.3383,119
37497,16.94,11.41,110.93,6,4.0355,172
37498,6.3,3.92,25.35,5,3.0264,214
37499,22.77,12.91,969.59,5,3.0871,216
37500,2.72,3.49,75.67,4,4.7892,63
37501,33.86,6.79,61.43,6,2.1629,464
37502,25.68,13.71,85.55,5,3.1831,216
37503,12.09,12.18,290.03,6,7.7532,128
